seriesid,item_name,year_month,value
APU0000FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm)",2018-11,5.170
APU0000FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm)",2018-10,5.203
APU0000FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm)",2018-09,5.386
APU0000FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm)",2018-08,5.506
APU0000FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm)",2018-07,5.508
APU0000FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm)",2018-06,5.481
APU0000FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm)",2018-05,5.369
APU0000FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm)",2018-04,5.378
APU0000FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm)",2018-03,5.259
APU0000FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm)",2018-02,5.184
APU0000FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm)",2018-01,5.109
APU0000FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm)",2017-12,5.207
APU0000FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm)",2017-11,5.163
APU0000FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm)",2017-10,5.156
APU0000FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm)",2017-09,5.329
APU0000FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm)",2017-08,5.349
APU0000FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm)",2017-07,5.453
APU0000FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm)",2017-06,5.498
APU0000FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm)",2017-05,5.354
APU0000FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm)",2017-04,5.315
APU0000FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm)",2017-03,5.264
APU0000FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm)",2017-02,5.208
APU0000FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm)",2017-01,5.138
APU0000FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm)",2016-12,5.159
APU0000FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm)",2016-11,5.301
APU0000FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm)",2016-10,5.277
APU0000FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm)",2016-09,5.315
APU0000FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm)",2016-08,5.451
APU0000FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm)",2016-07,5.504
APU0000FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm)",2016-06,5.601
APU0000FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm)",2016-05,5.687
APU0000FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm)",2016-04,5.576
APU0000FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm)",2016-03,5.662
APU0000FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm)",2016-02,5.526
APU0000FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm)",2016-01,5.421
APU0000FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm)",2015-12,5.482
APU0000FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm)",2015-11,5.718
APU0000FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm)",2015-10,5.762
APU0000FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm)",2015-09,5.785
APU0000FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm)",2015-08,5.871
APU0000FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm)",2015-07,5.905
APU0000FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm)",2015-06,5.927
APU0000FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm)",2015-05,5.915
APU0000FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm)",2015-04,5.864
APU0000FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm)",2015-03,5.872
APU0000FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm)",2015-02,5.844
APU0000FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm)",2015-01,5.838
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2024-12,8.136
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2024-11,8.159
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2024-10,8.154
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2024-09,8.148
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2024-08,8.226
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2024-07,8.059
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2024-06,7.927
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2024-05,8.247
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2024-04,8.110
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2024-03,8.031
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2024-02,7.883
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2024-01,8.106
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2023-12,7.994
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2023-11,7.862
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2023-10,7.987
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2023-09,7.774
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2023-08,7.646
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2023-07,7.664
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2023-06,7.430
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2023-05,7.511
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2023-04,7.345
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2023-03,7.179
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2023-02,7.218
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2023-01,7.272
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2022-12,7.061
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2022-11,7.159
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2022-10,7.173
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2022-09,7.184
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2022-08,7.201
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2022-07,7.131
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2022-06,7.318
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2022-05,7.438
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2022-04,7.266
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2022-03,7.324
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2022-02,7.489
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2022-01,7.378
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2021-12,7.342
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2021-11,7.404
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2021-10,7.304
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2021-09,7.282
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2021-08,7.112
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2021-07,7.183
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2021-06,7.297
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2021-05,6.737
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2021-04,6.640
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2021-03,6.412
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2021-02,6.443
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2021-01,6.522
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2020-12,6.339
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2020-11,6.449
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2020-10,6.383
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2020-09,6.447
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2020-08,6.579
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2020-07,6.950
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2020-06,7.394
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2020-05,7.301
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2020-04,6.410
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2020-03,6.091
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2020-02,6.091
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2020-01,5.963
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2019-12,5.977
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2019-11,5.793
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2019-10,5.774
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2019-09,5.858
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2019-08,5.834
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2019-07,5.977
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2019-06,5.882
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2019-05,5.892
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2019-04,5.856
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2019-03,5.839
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2019-02,5.722
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2019-01,5.601
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2018-12,5.687
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2018-11,5.681
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2018-10,5.791
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2018-09,5.839
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2018-08,5.807
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2018-07,5.694
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2018-06,5.800
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2018-05,5.649
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2018-04,5.785
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2018-03,5.512
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2018-02,5.619
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2018-01,5.608
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2017-12,5.832
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2017-11,5.798
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2017-10,5.778
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2017-09,5.882
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2017-08,5.838
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2017-07,5.939
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2017-06,5.838
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2017-05,5.758
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2017-04,5.577
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2017-03,5.728
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2017-02,5.754
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2017-01,5.733
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2016-12,5.556
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2016-11,5.758
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2016-10,5.807
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2016-09,6.067
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2016-08,5.758
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2016-07,5.760
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2016-06,6.134
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2016-05,6.070
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2016-04,6.026
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2016-03,5.968
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2016-02,6.002
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2016-01,5.856
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2015-12,5.932
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2015-11,6.081
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2015-10,6.209
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2015-09,6.184
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2015-08,6.147
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2015-07,6.243
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2015-06,6.183
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2015-05,6.185
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2015-04,6.157
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2015-03,6.209
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2015-02,6.180
APU0000703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2015-01,6.052
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2024-12,11.666
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2024-11,12.014
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2024-10,11.497
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2024-09,11.787
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2024-08,11.540
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2024-07,11.726
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2024-06,11.465
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2024-05,11.558
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2024-04,11.662
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2024-03,11.537
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2024-02,11.716
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2024-01,11.637
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2023-12,11.691
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2023-11,11.533
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2023-10,11.697
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2023-09,11.626
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2023-08,11.432
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2023-07,11.507
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2023-06,11.164
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2023-05,10.753
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2023-04,10.607
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2023-03,10.284
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2023-02,10.286
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2023-01,10.313
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2022-12,10.169
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2022-11,10.268
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2022-10,10.496
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2022-09,10.543
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2022-08,10.312
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2022-07,10.570
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2022-06,10.721
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2022-05,10.447
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2022-04,10.656
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2022-03,10.658
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2022-02,10.584
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2022-01,10.826
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2021-12,11.055
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2021-11,11.508
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2021-10,11.654
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2021-09,11.010
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2021-08,10.599
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2021-07,10.538
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2021-06,10.780
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2021-05,9.892
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2021-04,9.344
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2021-03,9.134
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2021-02,9.079
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2021-01,9.148
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2020-12,8.980
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2020-11,8.876
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2020-10,8.931
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2020-09,8.795
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2020-08,8.875
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2020-07,9.413
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2020-06,10.423
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2020-05,9.480
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2020-04,8.600
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2020-03,8.265
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2020-02,8.333
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2020-01,8.441
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2019-12,8.481
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2019-11,8.318
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2019-10,8.225
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2019-09,8.083
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2019-08,8.134
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2019-07,8.284
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2019-06,8.133
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2019-05,8.662
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2019-04,8.706
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2019-03,8.575
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2019-02,8.529
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2019-01,8.348
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2018-12,8.311
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2018-11,8.375
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2018-10,8.331
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2018-09,8.544
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2018-08,8.561
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2018-07,8.552
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2018-06,8.509
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2018-05,8.247
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2018-04,8.551
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2018-03,8.339
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2018-02,8.297
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2018-01,8.205
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2017-12,7.927
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2017-11,7.906
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2017-10,8.039
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2017-09,8.084
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2017-08,8.251
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2017-07,8.359
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2017-06,8.349
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2017-05,8.082
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2017-04,8.081
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2017-03,7.856
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2017-02,7.848
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2017-01,7.790
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2016-12,7.910
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2016-11,7.943
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2016-10,8.323
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2016-09,8.585
APU0000703613,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm)",2016-08,8.544
